"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 24 14:45:33 IST 2021","Fri Dec 24 14:45:36 IST 2021","2596","cl_automation","test_imdb","Test_Imdb","","","test_verify_imdb",""
